0 10.6
2 29.3466
4 41.0961
6 47.3777
8 49.5018
10 48.581
12 45.5507
14 41.1877
16 36.1276
18 30.881
20 25.8487
22 21.335
24 17.5607
26 14.675
28 12.7656
30 11.8688
32 11.9782
34 13.0527
36 15.0235
38 17.8009
40 21.2793
42 25.3431
44 29.8704
46 34.737
48 39.82
50 45
52 50.164
54 55.2067
56 60.0324
58 64.5559
60 68.7034
62 72.4129
64 75.6342
66 78.3294
68 80.4721
70 82.0473
72 83.051
74 83.4889
76 83.376
78 82.7357
80 81.5988
82 80.002
84 77.9877
86 75.6023
88 72.8951
90 69.9177
92 66.7226
94 63.3625
96 59.8891
98 56.3524
100 52.8
102 49.2763
104 45.822
106 42.4733
108 39.262
110 36.2148
112 33.353
114 30.6928
116 28.2452
118 26.0158
120 24.0052
122 22.2096
124 20.6207
126 19.2262
128 18.0108
130 16.9565
132 16.0431
134 15.2493
136 14.5532
138 13.9329
140 13.3677
142 12.8385
144 12.3288
146 11.825
148 11.3173
150 10.8
152 10.2722
154 9.73776
156 9.20554
158 8.68933
160 8.2075
162 7.78253
164 7.44016
166 7.20832
168 7.11568
170 7.18987
172 7.45526
174 7.93037
176 8.62474
178 9.53534
180 10.6424
182 11.9047
184 13.2543
186 14.5901
188 15.7718
190 16.6117
192 16.8668
194 16.2294
196 14.3173
198 10.6627
