1 22025.5
10 3.11266e+07
20 610273
30 62.6663
40 0.000216828
50 3.13219e-09
60 3.07167e-09
70 3.07167e-09
80 3.07167e-09
90 3.07167e-09
100 3.07167e-09
110 3.07167e-09
120 3.07167e-09
130 3.07167e-09
140 3.07167e-09
150 3.07167e-09
160 3.07167e-09
170 3.07167e-09
180 3.07167e-09
190 3.07167e-09
200 3.07167e-09
210 3.07167e-09
220 3.07167e-09
230 3.07167e-09
240 3.07167e-09
250 3.07167e-09
260 3.07167e-09
270 3.07167e-09
280 3.07167e-09
290 3.07167e-09
300 3.07167e-09
310 3.07167e-09
320 3.07167e-09
330 3.07167e-09
340 3.07167e-09
350 3.07167e-09
360 3.07167e-09
370 3.07167e-09
380 3.07167e-09
390 3.07167e-09
400 3.07167e-09
410 3.07167e-09
420 3.07167e-09
430 3.07167e-09
440 3.07167e-09
450 3.07167e-09
460 3.07167e-09
470 3.07167e-09
480 3.07167e-09
490 3.07167e-09
500 3.07167e-09
510 3.07167e-09
520 3.07167e-09
530 3.07167e-09
540 3.07167e-09
550 3.07167e-09
560 3.07167e-09
570 3.07167e-09
580 3.07167e-09
590 3.07167e-09
600 3.07167e-09
610 3.07167e-09
620 3.07167e-09
630 3.07167e-09
640 3.07167e-09
650 3.07167e-09
660 3.07167e-09
670 3.07167e-09
680 3.07167e-09
690 3.07167e-09
700 3.07167e-09
710 3.07167e-09
720 3.07167e-09
730 3.07167e-09
740 3.07167e-09
750 3.07167e-09
760 3.07167e-09
770 3.07167e-09
780 3.07167e-09
790 3.07167e-09
800 3.07167e-09
810 3.07167e-09
820 3.07167e-09
830 3.07167e-09
840 3.07167e-09
850 3.07167e-09
860 3.07167e-09
870 3.07167e-09
880 3.07167e-09
890 3.07167e-09
900 3.07167e-09
910 3.07167e-09
920 3.07167e-09
930 3.07167e-09
940 3.07167e-09
950 3.07167e-09
960 3.07167e-09
970 3.07167e-09
980 3.07167e-09
990 3.07167e-09
