1 2.68812e+43
10 8.88614e+30
20 2.65612e+22
30 1.69685e+16
40 3.37809e+11
50 8.48572e+07
60 157690
70 1512.13
80 56.3022
90 5.83311
100 1.05465
110 0.205633
120 0.0290505
130 0.00228731
140 9.16549e-05
150 1.88421e-06
160 2.0507e-08
170 1.22117e-10
180 4.10844e-13
190 1.33826e-15
200 6.69128e-16
210 6.69128e-16
220 6.69128e-16
230 6.69128e-16
240 6.69128e-16
250 6.69128e-16
260 6.69128e-16
270 6.69128e-16
280 6.69128e-16
290 6.69128e-16
300 6.69128e-16
310 6.69128e-16
320 6.69128e-16
330 6.69128e-16
340 6.69128e-16
350 6.69128e-16
360 6.69128e-16
370 6.69128e-16
380 6.69128e-16
390 6.69128e-16
400 6.69128e-16
410 6.69128e-16
420 6.69128e-16
430 6.69128e-16
440 6.69128e-16
450 6.69128e-16
460 6.69128e-16
470 6.69128e-16
480 6.69128e-16
490 6.69128e-16
500 6.69128e-16
510 6.69128e-16
520 6.69128e-16
530 6.69128e-16
540 6.69128e-16
550 6.69128e-16
560 6.69128e-16
570 6.69128e-16
580 6.69128e-16
590 6.69128e-16
600 6.69128e-16
610 6.69128e-16
620 6.69128e-16
630 6.69128e-16
640 6.69128e-16
650 6.69128e-16
660 6.69128e-16
670 6.69128e-16
680 6.69128e-16
690 6.69128e-16
700 6.69128e-16
710 6.69128e-16
720 6.69128e-16
730 6.69128e-16
740 6.69128e-16
750 6.69128e-16
760 6.69128e-16
770 6.69128e-16
780 6.69128e-16
790 6.69128e-16
800 6.69128e-16
810 6.69128e-16
820 6.69128e-16
830 6.69128e-16
840 6.69128e-16
850 6.69128e-16
860 6.69128e-16
870 6.69128e-16
880 6.69128e-16
890 6.69128e-16
900 6.69128e-16
910 6.69128e-16
920 6.69128e-16
930 6.69128e-16
940 6.69128e-16
950 6.69128e-16
960 6.69128e-16
970 6.69128e-16
980 6.69128e-16
990 6.69128e-16
