1 2.68812e+43
10 6.79085e+55
20 1.85445e+64
30 2.35263e+70
40 9.46157e+74
50 2.95931e+78
60 1.21621e+81
70 9.27255e+82
80 1.67448e+84
90 8.59422e+84
100 1.44378e+85
110 8.88566e+84
120 2.1964e+84
130 2.35392e+83
140 1.16683e+82
150 2.82749e+80
160 3.51383e+78
170 2.33532e+76
180 8.61289e+73
190 1.82934e+71
200 1.01074e+69
210 7.83424e+68
220 7.83252e+68
230 7.83252e+68
240 7.83252e+68
250 7.83252e+68
260 7.83252e+68
270 7.83252e+68
280 7.83252e+68
290 7.83252e+68
300 7.83252e+68
310 7.83252e+68
320 7.83252e+68
330 7.83252e+68
340 7.83252e+68
350 7.83252e+68
360 7.83252e+68
370 7.83252e+68
380 7.83252e+68
390 7.83252e+68
400 7.83252e+68
410 7.83252e+68
420 7.83252e+68
430 7.83252e+68
440 7.83252e+68
450 7.83252e+68
460 7.83252e+68
470 7.83252e+68
480 7.83252e+68
490 7.83252e+68
500 7.83252e+68
510 7.83252e+68
520 7.83252e+68
530 7.83252e+68
540 7.83252e+68
550 7.83252e+68
560 7.83252e+68
570 7.83252e+68
580 7.83252e+68
590 7.83252e+68
600 7.83252e+68
610 7.83252e+68
620 7.83252e+68
630 7.83252e+68
640 7.83252e+68
650 7.83252e+68
660 7.83252e+68
670 7.83252e+68
680 7.83252e+68
690 7.83252e+68
700 7.83252e+68
710 7.83252e+68
720 7.83252e+68
730 7.83252e+68
740 7.83252e+68
750 7.83252e+68
760 7.83252e+68
770 7.83252e+68
780 7.83252e+68
790 7.83252e+68
800 7.83252e+68
810 7.83252e+68
820 7.83252e+68
830 7.83252e+68
840 7.83252e+68
850 7.83252e+68
860 7.83252e+68
870 7.83252e+68
880 7.83252e+68
890 7.83252e+68
900 7.83252e+68
910 7.83252e+68
920 7.83252e+68
930 7.83252e+68
940 7.83252e+68
950 7.83252e+68
960 7.83252e+68
970 7.83252e+68
980 7.83252e+68
990 7.83252e+68
